meNOG	ENOG410WAWK	6	6	S	Lipase
meNOG	ENOG410WAWT	7	7	T	LRR
meNOG	ENOG410WAWU	7	7	T	LRR_TYP
meNOG	ENOG410WAWV	7	7	E	Transmembrane amino acid transporter protein
meNOG	ENOG410WAWW	5	5	S	NA
meNOG	ENOG410WAWP	6	6	S	NRF
meNOG	ENOG410WAWQ	7	7	O	Cathepsin propeptide inhibitor domain (I29)
meNOG	ENOG410WAWR	6	6	Q	short chain dehydrogenase
meNOG	ENOG410WAWS	6	6	S	NA
meNOG	ENOG410WAWX	2	2	O	RING
meNOG	ENOG410WAWY	4	4	S	NA
meNOG	ENOG410WAWZ	5	5	S	NA
meNOG	ENOG410W0TV	6	6	Z	PBD
meNOG	ENOG410WAW4	6	6	F	DNA/RNA non-specific endonuclease
meNOG	ENOG410WAW5	7	7	I	Male sterility protein
meNOG	ENOG410WAW6	6	6	J	Inherit from KOG: Elongation factor
meNOG	ENOG410WAW7	3	3	Z	WD40
meNOG	ENOG410WAW0	6	6	S	NA
meNOG	ENOG410WAW1	8	7	G	Sugar (and other) transporter
meNOG	ENOG410WAW2	7	7	T	Immunoglobulin domain
meNOG	ENOG410WAW3	6	6	S	BESS motif
meNOG	ENOG410WAW8	4	4	S	Zinc finger, ZZ type
meNOG	ENOG410WAW9	7	7	S	NA
meNOG	ENOG410W0TW	2	2	S	NA
meNOG	ENOG410W9D9	2	2	S	NUDIX domain
meNOG	ENOG410WF4A	3	3	S	Bone sialoprotein II (BSP-II)
meNOG	ENOG410WF4W	2	2	S	NA
meNOG	ENOG410WF4U	2	2	S	NA
meNOG	ENOG410V9W7	72	62	DZ	retinitis pigmentosa GTPase regulator
meNOG	ENOG410V9W6	5	5	T	LRR_TYP
meNOG	ENOG410V9W5	10	10	T	Olfactory receptor
meNOG	ENOG410V9W4	53	47	T	Leucine rich repeat and fibronectin type III domain containing 2
meNOG	ENOG410V9W3	93	86	A	LUC7-like 3 (S. cerevisiae)
meNOG	ENOG410V9W2	64	59	S	N-acylethanolamine acid amidase
meNOG	ENOG410V9W1	89	85	U	Component of oligomeric golgi complex 2
meNOG	ENOG410V9W0	35	33	TZ	prickle homolog 4 (Drosophila)
meNOG	ENOG410V9W9	84	66	K	forkhead box
meNOG	ENOG410V9W8	41	25	K	Zinc finger protein
meNOG	ENOG410V9WG	74	71	Z	kiaa1109
meNOG	ENOG410V9WF	54	40	T	Dopamine receptor D4
meNOG	ENOG410V9WE	66	63	S	suppressor APC domain containing 2
meNOG	ENOG410V9WD	90	82	J	Ribosomal protein S9
meNOG	ENOG410V9WC	72	70	K	Homeobox A2
meNOG	ENOG410V9WB	66	42	Q	Hydroxysteroid 17-beta dehydrogenase
meNOG	ENOG410V9WA	12	12	T	Olfactory receptor
meNOG	ENOG410V9WN	56	54	O	intraflagellar transport 80 homolog (Chlamydomonas)
meNOG	ENOG410V9WM	57	35	T	Glutamate receptor, ionotropic, delta
meNOG	ENOG410V9WK	105	73	K	SIX homeobox
meNOG	ENOG410V9WJ	84	78	T	transmembrane BAX inhibitor motif containing 6
meNOG	ENOG410V9WI	42	31	D	caspase 14, apoptosis-related cysteine peptidase
meNOG	ENOG410V9WH	107	86	Z	supervillin
meNOG	ENOG410V9WW	57	48	U	Premelanosome protein
meNOG	ENOG410V9WV	54	48	S	potassium channel tetramerisation domain containing 4
meNOG	ENOG410V9WU	68	67	L	polymerase (DNA directed), beta
meNOG	ENOG410V9WT	92	46	S	amyloid P component, serum
meNOG	ENOG410V9WS	51	48	K	SERTA domain containing 2
meNOG	ENOG410V9WR	79	73	I	Hydroxyacyl-CoA dehydrogenase
meNOG	ENOG410V9WQ	89	80	T	Tuberous sclerosis 1
meNOG	ENOG410V9WP	114	73	T	OTU domain containing
meNOG	ENOG410V9WZ	121	54	G	Tyrosinase-related protein 1
meNOG	ENOG410V9WY	86	84	U	Component of oligomeric golgi complex 5
meNOG	ENOG410V9WX	76	75	O	ATP synthase mitochondrial F1 complex assembly factor 1
meNOG	ENOG410VWCJ	2	2	O	Inherit from KOG: tripartite motif containing
meNOG	ENOG410WJ1Q	4	1	O	finTRIM family, member
meNOG	ENOG410WF47	2	2	S	ENV polyprotein (coat polyprotein)
meNOG	ENOG410VEP8	71	70	O	Zinc finger, CCHC domain containing 9
meNOG	ENOG410VEP9	49	46	K	Zinc finger and BTB domain containing 3
meNOG	ENOG410VEP2	12	12	C	lactate dehydrogenase A-like 6B
meNOG	ENOG410VEP3	68	66	I	Lysophospholipase-like 1
meNOG	ENOG410VEP0	22	19	S	family with sequence similarity 205, member C, pseudogene
meNOG	ENOG410VEP1	50	49	S	Fibrinogen beta chain
meNOG	ENOG410VEP6	8	8	T	Inherit from KOG: (regulatory) subunit
meNOG	ENOG410VEP7	4	4	P	solute carrier family 6 (neurotransmitter transporter, GABA), member 11
meNOG	ENOG410VEP4	51	42	U	TAP binding protein (tapasin)
meNOG	ENOG410VEP5	7	7	T	EFh
meNOG	ENOG410VEPZ	29	23	S	Inherit from euNOG: transferase activity, transferring phosphorus-containing groups
meNOG	ENOG410VEPX	20	20	S	NA
meNOG	ENOG410VEPY	13	13	T	Leucine rich repeat containing 43
meNOG	ENOG410VEPR	78	74	A	Zinc finger, matrin-type 5
meNOG	ENOG410VEPS	28	21	S	beat protein
meNOG	ENOG410VEPP	63	62	C	aldehyde dehydrogenase 8 family, member A1
meNOG	ENOG410VEPQ	18	16	T	Olfactory receptor
meNOG	ENOG410VEPV	62	57	G	TDP-glucose 4,6-dehydratase
meNOG	ENOG410VEPW	39	28	T	receptor
meNOG	ENOG410VEPT	37	36	T	bradykinin receptor B1
meNOG	ENOG410VEPU	49	48	U	Cadherins are calcium dependent cell adhesion proteins (By similarity)
meNOG	ENOG410VEPJ	60	58	S	Ribosome binding factor A
meNOG	ENOG410VEPK	4	3	Z	Dynein heavy chain, N-terminal region 1
meNOG	ENOG410VEPH	22	19	T	Fc fragment of IgA, receptor for
meNOG	ENOG410VEPI	72	64	K	G patch domain and ankyrin repeats 1
meNOG	ENOG410VEPN	5	5	S	7 transmembrane receptor (rhodopsin family)
meNOG	ENOG410VEPM	79	79	J	Ribosomal protein L11
meNOG	ENOG410VEPB	26	25	S	NA
meNOG	ENOG410VEPC	42	25	T	taste receptor, type 2
meNOG	ENOG410VEPA	89	81	S	NOP16 nucleolar protein homolog (Yeast)
meNOG	ENOG410VEPF	18	8	S	NA
meNOG	ENOG410VEPG	6	6	S	Pfam:Transposase_5
meNOG	ENOG410VEPD	62	45	S	crystallin, beta B1
meNOG	ENOG410VEPE	51	50	O	Tectonic family member 2
meNOG	ENOG410W9PY	8	7	S	NA
meNOG	ENOG410W9PX	3	3	S	NA
meNOG	ENOG410W9PZ	6	6	S	NA
meNOG	ENOG410W9PQ	6	6	S	NA
meNOG	ENOG410W9PP	5	5	S	NA
meNOG	ENOG410W9PS	7	7	S	NA
meNOG	ENOG410W9PT	6	6	S	Regulatory CLIP domain of proteinases
meNOG	ENOG410W9PW	5	5	S	NA
meNOG	ENOG410W9PV	5	5	S	Protein of unknown function (DUF725)
meNOG	ENOG410W9PI	5	5	S	NA
meNOG	ENOG410W9PH	7	6	S	NA
meNOG	ENOG410W9PK	6	5	S	NA
meNOG	ENOG410W9PJ	7	7	S	NA
meNOG	ENOG410W9PM	5	5	S	NA
meNOG	ENOG410W9PN	5	5	S	NA
meNOG	ENOG410W9PA	6	6	S	NA
meNOG	ENOG410W9PC	7	7	S	NA
meNOG	ENOG410W9PB	3	3	K	ZnF_C2H2
meNOG	ENOG410W9PE	3	3	O	Skp1 family, dimerisation domain
meNOG	ENOG410W9PD	6	5	S	NA
meNOG	ENOG410W9PG	6	6	S	NA
meNOG	ENOG410W9PF	5	5	S	NA
meNOG	ENOG410W9P9	7	6	S	NA
meNOG	ENOG410W9P8	3	3	S	NA
meNOG	ENOG410W9P1	6	6	O	Glutathione S-transferase, N-terminal domain
meNOG	ENOG410W9P0	6	6	E	Prolyl 4-Hydroxylase alpha-subunit, N-terminal region
meNOG	ENOG410W9P3	7	7	O	Hsp20/alpha crystallin family
meNOG	ENOG410W9P2	6	6	S	NA
meNOG	ENOG410W9P5	7	7	O	Hsp20/alpha crystallin family
meNOG	ENOG410W9P4	4	4	C	Mitochondrial carrier protein
meNOG	ENOG410W9P7	2	2	P	Inherit from KOG: glutamate receptor
meNOG	ENOG410W9P6	4	4	O	Spondin_N
meNOG	ENOG410VNEV	3	3	C	Inherit from KOG: adenylate cyclase
meNOG	ENOG410VNEW	3	2	S	NA
meNOG	ENOG410VNET	3	3	S	SANT
meNOG	ENOG410VNEU	5	4	O	UreD urease accessory protein
meNOG	ENOG410VNES	4	4	C	Inherit from KOG: adenylate cyclase
meNOG	ENOG410VNEZ	12	8	S	NA
meNOG	ENOG410VNED	23	22	S	NA
meNOG	ENOG410VNEB	5	5	TV	Inherit from opiNOG: C-type lectin domain family 2 member
meNOG	ENOG410VNEN	12	3	S	Chorion class
meNOG	ENOG410VNEM	9	9	S	Coiled-coil domain-containing protein 72
meNOG	ENOG410VNEH	4	3	S	NA
meNOG	ENOG410VNE6	8	8	K	HMG (high mobility group) box
meNOG	ENOG410VNE2	4	3	K	Homeobox domain
meNOG	ENOG410W3FM	2	2	S	Reeler domain
meNOG	ENOG410W3FN	2	2	A	SAP domain
meNOG	ENOG410V4G9	53	46	W	Elastin microfibril interfacer 1
meNOG	ENOG410V4G3	15	15	S	NA
meNOG	ENOG410V4G6	45	44	F	deoxyguanosine kinase
meNOG	ENOG410V4G7	88	87	J	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation
meNOG	ENOG410V4GS	29	13	I	vitellogenin
meNOG	ENOG410V4GP	115	61	Z	Kinesin family member
meNOG	ENOG410V4GV	49	48	T	prostaglandin F2 receptor negative regulator
meNOG	ENOG410V4GW	88	85	S	FIC domain containing
meNOG	ENOG410V4GT	94	81	C	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)
meNOG	ENOG410V4GJ	88	53	O	coagulation factor XII (Hageman factor)
meNOG	ENOG410V4GH	640	88	Q	ATP-binding cassette sub-family A ABC1 member
meNOG	ENOG410V4GB	51	50	U	Protocadherin 17
meNOG	ENOG410V4GG	51	39	U	Synaptotagmin-like
meNOG	ENOG410VDKZ	31	31	S	chromosome 1 open reading frame 110
meNOG	ENOG410VDKX	4	4	M	Inherit from opiNOG: EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
meNOG	ENOG410VDKS	54	52	S	Leucine rich repeat containing 42
meNOG	ENOG410VDKQ	47	47	K	Myogenin (Myogenic factor 4)
meNOG	ENOG410VDKB	10	8	S	perforin 1 (pore forming protein)
meNOG	ENOG410VDK8	68	64	S	Coiled-coil domain containing 111
meNOG	ENOG410VTR6	2	2	S	Insect cuticle protein
meNOG	ENOG410W7J6	3	2	S	Inherit from KOG: C. elegans
meNOG	ENOG410W7J8	10	4	S	NA
meNOG	ENOG410W7JA	12	4	S	NA
meNOG	ENOG410W7JE	4	3	S	NA
meNOG	ENOG410W7JI	3	2	S	Protein of unknown function (DUF1505)
meNOG	ENOG410W7JJ	11	4	S	NA
meNOG	ENOG410W7JY	2	1	O	F-box B protein family member
meNOG	ENOG410W7JX	4	3	S	NA
meNOG	ENOG410W7JZ	3	3	S	NA
meNOG	ENOG410WG9B	2	2	K	NA
meNOG	ENOG410W1JC	2	2	T	Mammalian taste receptor protein (TAS2R)
meNOG	ENOG410W1JB	2	2	Z	Inherit from opiNOG: NB-ARC domain
meNOG	ENOG410W1JJ	3	3	S	NA
meNOG	ENOG410W1J7	2	2	S	NA
meNOG	ENOG410W1J0	2	2	S	Protein of unknown function (DUF1759)
meNOG	ENOG410W1J9	4	4	S	Serpentine type 7TM GPCR chemoreceptor Srj
meNOG	ENOG410W1J8	2	2	I	Inherit from opiNOG: Thyroglobulin
meNOG	ENOG410VK8X	22	22	S	chromosome 11 open reading frame 34
meNOG	ENOG410VMT6	2	2	L	Inherit from KOG: DNA repair protein rad51
meNOG	ENOG410VMT4	3	3	P	ChaC-like protein
meNOG	ENOG410VMT3	10	5	S	NA
meNOG	ENOG410VMTD	20	16	S	PFTAIRE-interacting factor 1A
meNOG	ENOG410VMTB	3	3	S	NA
meNOG	ENOG410VMTC	3	3	S	NA
meNOG	ENOG410V43F	47	29	T	Ras protein-specific guanine nucleotide-releasing factor
meNOG	ENOG410V43G	237	86	S	BTB POZ domain containing
meNOG	ENOG410V43D	99	88	Q	glutathione synthetase
meNOG	ENOG410V43E	138	75	Z	Microtubule associated monoxygenase, calponin and LIM domain containing
meNOG	ENOG410V43B	119	85	T	Protein phosphatase 2, regulatory subunit B''
meNOG	ENOG410V43A	125	69	Z	myosin Ie
meNOG	ENOG410V43N	55	53	T	Leucine-rich repeats and WD repeat domain containing 1
meNOG	ENOG410V43M	106	53	G	Lipoprotein lipase
meNOG	ENOG410V43J	467	69	W	collagen, type
meNOG	ENOG410V43K	90	85	A	DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae)
meNOG	ENOG410V43H	86	85	J	Mitochondrial ribosomal protein S25
meNOG	ENOG410V43I	86	84	G	Asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)
meNOG	ENOG410V43V	80	50	S	family with sequence similarity
meNOG	ENOG410V43W	88	84	S	nitric oxide associated 1
meNOG	ENOG410V43T	81	78	S	N-terminal asparagine
meNOG	ENOG410V43U	52	44	T	kiaa0284
meNOG	ENOG410V43S	105	52	T	Reticulon 4 receptor-like
meNOG	ENOG410V43P	92	83	S	ddb1 and cul4 associated factor 7
meNOG	ENOG410V43Q	453	71	T	copine III
meNOG	ENOG410V43Z	132	86	K	CCR4-NOT transcription complex subunit
meNOG	ENOG410V43X	352	89	O	UDP-N-acetyl-alpha-D-galactosamine polypeptide N-acetylgalactosaminyltransferase
meNOG	ENOG410V43Y	237	87	A	ELAV (embryonic lethal, abnormal vision, Drosophila)-like
meNOG	ENOG410V7Q0	93	76	T	FERM domain containing
meNOG	ENOG410V437	88	84	C	This enzyme is required for electron transfer from NADP to cytochrome P450 (By similarity)
meNOG	ENOG410V434	138	86	T	mitogen-activated protein kinase kinase kinase
meNOG	ENOG410V435	38	37	G	hyaluronoglucosaminidase 3
meNOG	ENOG410V432	43	33	T	immunoglobulin-like and fibronectin type III domain containing 1
meNOG	ENOG410V433	162	86	U	bicaudal D homolog
meNOG	ENOG410V430	86	83	U	translocase of inner mitochondrial membrane 21 homolog (yeast)
meNOG	ENOG410V431	120	78	T	SH2B adaptor protein
meNOG	ENOG410V439	89	88	O	Zinc finger protein 622
meNOG	ENOG410VK87	75	70	U	Ubiquitin-fold modifier 1
meNOG	ENOG410V7QE	132	84	U	member RAS oncogene family
meNOG	ENOG410VK81	8	8	S	RRM
meNOG	ENOG410VK83	3	3	S	NA
meNOG	ENOG410VKGB	4	4	T	Cocaine and amphetamine regulated transcript protein (CART)
meNOG	ENOG410VKG2	3	3	W	Inherit from KOG: integrin, beta
meNOG	ENOG410VCNI	3	3	P	Sugar (and other) transporter
meNOG	ENOG410VTTU	3	3	G	Sugar (and other) transporter
meNOG	ENOG410VTTP	2	2	S	NA
meNOG	ENOG410VTTK	2	2	S	NA
meNOG	ENOG410VTTI	5	4	TV	Lectin C-type domain
meNOG	ENOG410VTTH	3	2	I	Male sterility protein
meNOG	ENOG410VRSK	2	2	S	CLECT
meNOG	ENOG410VTT5	3	3	O	Calcium-binding EGF domain
meNOG	ENOG410VG77	3	3	Z	WD domain, G-beta repeat
meNOG	ENOG410VQUQ	2	2	T	STYKc
meNOG	ENOG410VQUP	6	6	T	7 transmembrane receptor (rhodopsin family)
meNOG	ENOG410VQUS	3	3	T	SH3 domain
meNOG	ENOG410VQUR	8	7	S	NA
meNOG	ENOG410VQUU	2	2	TV	Lectin C-type domain
meNOG	ENOG410VQUT	4	2	E	Tryp_SPc
meNOG	ENOG410VQUW	2	2	K	Inherit from KOG: Zinc finger protein
meNOG	ENOG410VQUV	2	2	A	PRP8 domain IV core
meNOG	ENOG410VQUY	7	6	S	NA
meNOG	ENOG410VQUX	3	2	T	olfactory receptor 10AG1-like
meNOG	ENOG410VQUZ	3	2	S	leucine rich repeat containing 31
meNOG	ENOG410VQUA	5	5	S	7 transmembrane receptor (rhodopsin family)
meNOG	ENOG410VQUC	2	2	S	XTALbg
meNOG	ENOG410VQUB	3	3	S	Inherit from opiNOG: Transmembrane protein 132E
meNOG	ENOG410VQUE	2	2	T	Carboxylesterase family
meNOG	ENOG410VQUD	2	2	A	DEAD/DEAH box helicase
meNOG	ENOG410VQUG	9	6	O	Eukaryotic aspartyl protease
meNOG	ENOG410VQUI	16	6	G	transmembrane transporter activity
meNOG	ENOG410VQUK	2	2	E	Inherit from KOG: amino acid
meNOG	ENOG410VQUJ	2	2	T	KIND
meNOG	ENOG410VQUM	3	3	T	PSI
meNOG	ENOG410VQUN	2	2	C	Aldehyde dehydrogenase family
meNOG	ENOG410VWM2	2	2	T	Protein kinase domain
meNOG	ENOG410VQU1	4	4	S	7 transmembrane receptor (rhodopsin family)
meNOG	ENOG410VQU0	10	5	S	Lectin C-type domain
meNOG	ENOG410VQU3	5	3	S	NA
meNOG	ENOG410VQU2	2	2	S	XTALbg
meNOG	ENOG410VQU5	2	2	S	tetratricopeptide repeat domain 39B
meNOG	ENOG410VQU4	2	2	Z	ACTIN
meNOG	ENOG410VQU6	5	5	P	Amino acid permease
meNOG	ENOG410VQU9	2	2	S	Lipase
meNOG	ENOG410VQU8	2	2	E	Tryp_SPc
meNOG	ENOG410VWMC	5	5	D	Inherit from KOG: PCI domain containing 2
meNOG	ENOG410VW5K	2	2	S	Pfam:NC
meNOG	ENOG410VW5J	9	4	S	NA
meNOG	ENOG410VW5I	2	2	S	NA
meNOG	ENOG410VW5H	9	6	S	NA
meNOG	ENOG410VW5N	3	3	S	NA
meNOG	ENOG410VW5G	2	2	S	NA
meNOG	ENOG410VW5F	2	2	S	NA
meNOG	ENOG410VW5E	2	2	T	Notch ligand involved in the mediation of Notch signaling (By similarity)
meNOG	ENOG410VW5D	5	2	S	KAZAL
meNOG	ENOG410VW5Z	3	2	C	Inherit from KOG: This enzyme is required for electron transfer from NADP to cytochrome P450 (By similarity)
meNOG	ENOG410VW5Y	6	6	U	NA
meNOG	ENOG410VW5X	2	2	S	NA
meNOG	ENOG410VW5S	9	6	V	inhibitor
meNOG	ENOG410VW5P	6	5	T	DOMON domain
meNOG	ENOG410VW5W	2	2	S	NA
meNOG	ENOG410VW5V	2	2	S	NA
meNOG	ENOG410VW5U	2	2	S	PMP-22/EMP/MP20/Claudin family
meNOG	ENOG410VW5T	2	2	S	NA
meNOG	ENOG410VW53	4	4	S	NA
meNOG	ENOG410VW52	6	6	U	NA
meNOG	ENOG410VW50	2	2	S	NA
meNOG	ENOG410VW57	3	2	S	NA
meNOG	ENOG410VW56	2	2	S	NA
meNOG	ENOG410VW55	2	2	S	NA
meNOG	ENOG410VWME	2	2	S	NA
meNOG	ENOG410VWMD	4	3	S	NA
meNOG	ENOG410VWMN	3	2	S	NA
meNOG	ENOG410VJW0	3	3	S	NA
meNOG	ENOG410VJWM	3	3	S	NA
meNOG	ENOG410VJWB	4	4	S	NA
meNOG	ENOG410VJWF	6	6	S	Interleukin-12 alpha subunit
meNOG	ENOG410VJWG	56	30	S	immunoglobulin lambda-like polypeptide
meNOG	ENOG410VWT3	2	2	S	NA
meNOG	ENOG410W3N1	2	2	J	NA
meNOG	ENOG410W3N8	3	3	PT	Inherit from KOG: Sodium channel voltage-gated type
meNOG	ENOG410W3NT	2	2	S	Inherit from NOG: Chromosome 2 open reading frame 88
meNOG	ENOG410W3NA	2	2	S	NA
meNOG	ENOG410W3NC	4	4	I	Beta-ketoacyl synthase, N-terminal domain
meNOG	ENOG410W3NE	2	2	O	ring finger and CCCH-type domains 1
meNOG	ENOG410W3NI	2	2	U	Central component in molecular interactions underlying sperm crawling. Forms an extensive filament system that extends from sperm villipoda, along the leading edge of the pseudopod (By similarity)
meNOG	ENOG410VWTU	2	2	P	Inherit from KOG: ATPase, Ca transporting, plasma membrane
meNOG	ENOG410W3NK	2	2	A	ZnF_C2H2
meNOG	ENOG410W3NM	4	4	S	Inherit from opiNOG: coiled-coil domain containing 166
meNOG	ENOG410VWTV	5	2	S	NA
meNOG	ENOG410W3NN	2	2	T	Serpentine type 7TM GPCR chemoreceptor Srx
meNOG	ENOG410W40T	2	2	K	Inherit from KOG: Transcription activator
meNOG	ENOG410W40P	7	6	S	NA
meNOG	ENOG410W40Q	2	2	S	NA
meNOG	ENOG410W40R	2	2	K	WD domain, G-beta repeat
meNOG	ENOG410W40S	2	2	S	NA
meNOG	ENOG410W40J	2	2	TZ	Inherit from opiNOG: polyposis coli
meNOG	ENOG410W404	2	2	S	NA
meNOG	ENOG410W405	12	12	S	Inherit from euNOG: chromosome 4 open reading frame 52
meNOG	ENOG410VWTF	2	2	S	Succinylglutamate desuccinylase / Aspartoacylase family
meNOG	ENOG410VWTB	4	3	S	FLYWCH zinc finger domain
meNOG	ENOG410VWTN	2	2	O	Astacin (Peptidase family M12A)
meNOG	ENOG410VWTK	2	2	C	Inherit from COG: molybdopterin oxidoreductase
meNOG	ENOG410W6X6	9	5	S	CUB-like domain
meNOG	ENOG410W6X4	5	5	S	NA
meNOG	ENOG410W6X3	4	2	F	deoxyribonucleoside diphosphate metabolic process
meNOG	ENOG410W6X0	2	2	I	Choline/ethanolamine kinase
meNOG	ENOG410W6X8	5	5	S	Serpentine type 7TM GPCR chemoreceptor Sra
meNOG	ENOG410W6XV	5	5	O	SCO1/SenC
meNOG	ENOG410W6XT	5	5	T	Presenilin
meNOG	ENOG410W6XR	3	3	T	STYKc
meNOG	ENOG410W6XS	28	5	O	zinc ion binding
meNOG	ENOG410W6XQ	4	4	S	NA
meNOG	ENOG410W6XZ	5	5	T	Sema
meNOG	ENOG410W6XX	3	3	S	Serpentine type 7TM GPCR chemoreceptor Srj
meNOG	ENOG410W6XY	5	5	K	FH
meNOG	ENOG410W6XF	5	5	O	NA
meNOG	ENOG410W6XG	7	5	S	Zc3h12a-like Ribonuclease NYN domain
meNOG	ENOG410W6XD	4	4	K	ZnF_C4
meNOG	ENOG410W6XE	4	4	S	Serpentine type 7TM GPCR chemoreceptor Srsx
meNOG	ENOG410W6XB	4	4	T	Serpentine type 7TM GPCR chemoreceptor Srj
meNOG	ENOG410W6XC	6	5	S	NA
meNOG	ENOG410W6XA	4	4	S	NA
meNOG	ENOG410W6XN	3	2	U	Serpentine type 7TM GPCR chemoreceptor Srj
meNOG	ENOG410W6XM	5	5	O	EB module
meNOG	ENOG410W6XJ	4	4	K	ZnF_C4
